original,word1,score1,word2,score2,word3,score3,word4,score4,word5,score5,word6,score6,word7,score7,word8,score8,word9,score9,word10,score10
väljendav,modaalne,0.8362517952919006,tähistav,0.8334985375404358,väljendamine,0.8311993479728699,viitav,0.8294317126274109,idiomaatiline,0.8056513071060181,perfektiivsus,0.7954022884368896,kollokatiivne,0.794921875,umbisikuline,0.7876826524734497,leksikaalselt,0.7869508266448975,sünonüümne,0.7863734364509583
käyttää,voidaan,0.9940301775932312,kieltä,0.9930296540260315,käytetään,0.9926515817642212,puhuja,0.9926037788391113,avulla,0.9924342036247253,merkityksen,0.9919443130493164,liittyviä,0.9917750358581543,vaikuttaa,0.9917117357254028,tämän,0.9916050434112549,esiin,0.9915910959243774
stereotüüp,huumor,0.8307504057884216,kuvand,0.8225575685501099,iseloom,0.8049001693725586,kultuuriliselt,0.803249180316925,väärtushinnang,0.8013749122619629,mõtteviis,0.7910342812538147,ilming,0.7838918566703796,pärimustants,0.7790446281433105,eripära,0.7783453464508057,hoiak,0.7763173580169678
tahes,ükskõik,0.7443916201591492,kompenseerima,0.6961519718170166,iganes,0.677453875541687,tunnetama,0.6751264929771423,potentsiaalselt,0.6705725193023682,käituma,0.6661679148674011,mistahes,0.6543622612953186,realiseeruma,0.6543078422546387,määratlema,0.6450138688087463,eitama,0.6445661783218384
viin,leib,0.9431865215301514,õlu,0.9270324110984802,piim,0.9129276275634766,liha,0.9120010137557983,riie,0.9073958396911621,pudel,0.9062060117721558,kartul,0.903993546962738,vorst,0.9015964269638062,söök,0.9006655216217041,lehm,0.8924357891082764
kohtuma,külastama,0.883704662322998,viibima,0.8646546006202698,kolima,0.8119451999664307,reisima,0.795562744140625,abielluma,0.794489324092865,saabuma,0.785341739654541,juhatama,0.7722498178482056,vestlema,0.7661540508270264,siirduma,0.7631896734237671,naasma,0.7557656168937683
akadeemia,Akadeemia,0.84522944688797,Teadus,0.8072099685668945,ühing,0.7864296436309814,Ühing,0.7639040946960449,Selts,0.7548453211784363,etnograafiamuuseum,0.7544965744018555,teatriteadus,0.7505075931549072,vanemteadur,0.740763783454895,Instituut,0.7348428964614868,Ajalugu,0.7293652296066284
jumalik,taevane,0.8478509187698364,deemon,0.8087787628173828,pühadus,0.8054945468902588,igavene,0.8043856024742126,kurjus,0.7938545346260071,vaim,0.7866106033325195,deemonlik,0.7858372330665588,jumal,0.7828115224838257,armastus,0.7820349931716919,universum,0.7794046401977539
küllalt,üsna,0.8419475555419922,küllaltki,0.8172057867050171,päris,0.8155451416969299,üpris,0.7974147796630859,liiga,0.7861350774765015,väga,0.778724193572998,üllatavalt,0.7752461433410645,suhteliselt,0.7661214470863342,äärmiselt,0.766064465045929,võrdlemisi,0.7627654671669006
lill,õun,0.8727238774299622,vares,0.8659536242485046,õis,0.8638556003570557,kuld,0.8603549003601074,kana,0.8577694892883301,kukk,0.8573113679885864,pisar,0.8564518690109253,habe,0.8543965816497803,pruun,0.8526051044464111,hammas,0.8506008386611938
Jeesus,Kristus,0.9185191988945007,kuninganna,0.8567547798156738,pisar,0.8241114020347595,prints,0.8211551904678345,Peetrus,0.8156238198280334,neitsi,0.8151588439941406,Jeruusalemm,0.8138662576675415,au,0.8039675951004028,pruut,0.8028668165206909,isand,0.8005895018577576
turg,pank,0.8404625654220581,kasum,0.8196883201599121,konkurents,0.8170302510261536,tootmine,0.8126093149185181,meede,0.8098495006561279,nõudlus,0.8024866580963135,võlg,0.7968100309371948,liikmesriik,0.7967416048049927,keskpank,0.7947945594787598,väljaminek,0.7937706112861633
Pajusalu,Renate,0.9472060203552246,Ross,0.9409557580947876,Kristiina,0.9288605451583862,Tragel,0.924881100654602,Metslang,0.9207107424736023,Ilona,0.9080735445022583,Heiki-Jaan,0.9074026942253113,Verschik,0.9042776823043823,Habicht,0.8983964920043945,Pajupuu,0.8951584696769714
kordus,verbivorm,0.8702280521392822,sõnavorm,0.8551038503646851,käändevorm,0.8399800062179565,süntaktiliselt,0.8328253030776978,tegusõna,0.8313243389129639,liitlause,0.8303423523902893,täiend,0.8267817497253418,asendus,0.8266843557357788,väljendverb,0.8247260451316833,liitpredikaat,0.8229684829711914
kasvatama,meelitama,0.8248394727706909,sünnitama,0.807996392250061,ristima,0.7948542237281799,teenima,0.7934495806694031,toitma,0.790353536605835,nautima,0.7878255844116211,põgenema,0.7852048873901367,muretsema,0.780954122543335,päästma,0.777916669845581,ravima,0.7767617702484131
eitav,jaatav,0.8968019485473633,isikuline,0.8422948718070984,olevikuvorm,0.8317332863807678,lihtminevik,0.8229178190231323,da-infinitiiv,0.8175850510597229,verbivorm,0.8081586360931396,umbisikuline,0.8047962188720703,predikaat,0.795709490776062,finiitverb,0.791136622428894,määratleja,0.7906478643417358
edastama,edastamine,0.8005918264389038,esitatav,0.7695163488388062,vahendama,0.7446299195289612,suunav,0.7390455007553101,ammutama,0.7378232479095459,konstrueerima,0.7341537475585938,demonstreerima,0.7282924652099609,kategoriseerima,0.728166401386261,interpreteerima,0.7252408266067505,vahendatud,0.7243010997772217
kestus,pikkus,0.892236590385437,sagedus,0.8469786643981934,esinemissagedus,0.8460663557052612,kestussuhe,0.8292214274406433,järjestus,0.8084067106246948,rõhutu,0.8083632588386536,kasutussagedus,0.8046436905860901,Paus,0.8032569885253906,rõhuline,0.7972681522369385,trigramm,0.7937207221984863
kirjavahetus,ajaleht,0.8053660988807678,kataloog,0.791205644607544,käsikiri,0.784869909286499,märge,0.7748934030532837,väljaanne,0.7701811790466309,trükis,0.7699030041694641,päevaraamat,0.7625420689582825,Barbarus,0.7605862617492676,kaastööline,0.7596200704574585,Aspel,0.7551480531692505
mõõde,distants,0.8348267078399658,kooslus,0.8223865628242493,sfäär,0.8151547312736511,katkestus,0.8065189719200134,suundumus,0.8025079965591431,aegruum,0.7925212979316711,dimensioon,0.7895048260688782,ohukaart,0.7870368957519531,kapital,0.785010814666748,vool,0.7838989496231079
pikemalt,lähemalt,0.7927515506744385,põgusalt,0.7675091028213501,põhjalikumalt,0.7438865900039673,kirjutis,0.6954593658447266,allpool,0.6911200284957886,alljärgnevalt,0.6660996675491333,järgnevalt,0.6634237170219421,lühidalt,0.6507912874221802,lõpetus,0.647254467010498,käsitlus,0.6397039294242859
teadlikult,iseseisvalt,0.7521017789840698,esmajoones,0.7459915280342102,omaenese,0.7433567047119141,paratamatult,0.7404361367225647,üritama,0.7323750257492065,vahetu,0.7307595014572144,vastuvõtja,0.7307229042053223,tihtipeale,0.7289543151855469,harjumuspärane,0.7260726094245911,sõnum,0.7218317985534668
kinnistuma,sekundaarne,0.8231123089790344,kujundlik,0.7869696617126465,markeerima,0.7853981256484985,muutumatu,0.7835417985916138,omane,0.7815052270889282,metafoorne,0.7776014804840088,väljakujunenud,0.7752430438995361,jälgitav,0.7733746767044067,teisenema,0.7701281309127808,viitav,0.7683848142623901
94,136,0.9444833993911743,102,0.9442869424819946,154,0.9364122152328491,140,0.9352805018424988,110,0.9351974725723267,96,0.9348597526550293,174,0.9342672824859619,134,0.9315648078918457,126,0.9312635660171509,138,0.9311923384666443
B2-tase,B1-tase,0.9345071315765381,C1-tase,0.9173595905303955,põimlause,0.8174419403076172,A2-tase,0.8138425350189209,kasutussagedus,0.795142650604248,emakeelekõneleja,0.7948272228240967,käändevorm,0.7911908626556396,sujuvus,0.784896731376648,vormiparandus,0.7819031476974487,võima-konstruktsioon,0.781332790851593
pronoomen,asesõna,0.8921003341674805,verbivorm,0.8904396295547485,genitiiv,0.8838033676147461,partitsiip,0.8814892768859863,nimisõna,0.8714667558670044,predikaat,0.868926465511322,laiend,0.8642966151237488,mitmus,0.863068699836731,ainsus,0.8622022867202759,partitiiv,0.8617826700210571
kauge,iidne,0.8058992624282837,kõikjal,0.7559468746185303,maine,0.7331761121749878,kaugem,0.7293301224708557,paganlik,0.7282024621963501,tagasipöördumine,0.7186743021011353,Vahemeri,0.7139506340026855,kaugel,0.7139052152633667,kodupaik,0.7118692398071289,muistne,0.7113909125328064
101,166,0.9396740198135376,177,0.9333879947662354,191,0.932266354560852,143,0.9320380687713623,214,0.9284834861755371,204,0.9277905225753784,174,0.9273378849029541,147,0.9247336387634277,155,0.9243425726890564,189,0.9236178994178772
sagedane,produktiivne,0.8315626978874207,varieeruv,0.8216238021850586,sage,0.8205187916755676,eelistatud,0.8082661628723145,harv,0.7987842559814453,hääldus,0.7840464115142822,sünonüümne,0.7660917043685913,kirjapilt,0.7573431134223938,algvorm,0.756990909576416,liitsõna,0.755914568901062
avulla,kannalta,0.9941784143447876,sanojen,0.993441641330719,käyttää,0.9924342036247253,yleensä,0.992163896560669,käyttö,0.9921181201934814,lisäks,0.9921085834503174,erityisesti,0.9920926094055176,tekstin,0.9917957186698914,usein,0.9913524389266968,niiden,0.9913051128387451
Nõukogude,nõukogu,0.8321619033813477,järgne,0.7978930473327637,sõjajärgne,0.7846616506576538,eelne,0.770984947681427,sotsialism,0.7545454502105713,stalinism,0.7511019110679626,sotsialistlik,0.7469521164894104,kommunistlik,0.7347022294998169,Nõukogu,0.7169560194015503,eksiil,0.7108341455459595
naerma,karjuma,0.8488081693649292,hüppama,0.8464014530181885,nutma,0.8442060947418213,süda,0.8119131326675415,kõndima,0.8099870681762695,kostma,0.8097953200340271,katsuma,0.8083657622337341,suu,0.806817352771759,loll,0.8067920207977295,häda,0.8041627407073975
arutama,kohtuma,0.7084739208221436,algatama,0.7023725509643555,tegelema,0.694809079170227,täituma,0.6946722269058228,osalema,0.6910412907600403,sekkuma,0.6907273530960083,jätkuma,0.6899112462997437,korraldama,0.6871148347854614,lahendama,0.6823018789291382,viibima,0.67915940284729
minut,sekund,0.8613396883010864,nädal,0.8099075555801392,keskmiselt,0.7936322093009949,aastane,0.7576311826705933,kuu,0.7487726211547852,umbes,0.7368935942649841,ligikaudu,0.71767657995224,lindistus,0.7153016924858093,rubla,0.7110298275947571,kraad,0.7083333134651184
rändama,põgenema,0.805410623550415,saabunud,0.7796655893325806,suunduma,0.7791752815246582,saabuma,0.7761870622634888,kaevama,0.7703079581260681,kolima,0.7695283889770508,siirduma,0.7673594355583191,naasma,0.753453254699707,reisima,0.7528770565986633,müüma,0.7399150133132935
normatiivne,ratsionaalne,0.8840044736862183,ontoloogiline,0.8489843606948853,normatiivsus,0.8472545146942139,loogiline,0.844473659992218,loogika,0.83197021484375,objektiivne,0.8269984722137451,tõene,0.8173538446426392,ratsionaalsus,0.8172426819801331,põhjendatud,0.8080892562866211,tõesus,0.8057658076286316
Hermann,Wilhelm,0.9260239005088806,Christoph,0.899804949760437,Christian,0.8852514624595642,von,0.884070873260498,Otto,0.8761692047119141,August,0.8759106397628784,Johann,0.8752531409263611,Carl,0.871158242225647,Ernst,0.8669474124908447,Oettingen,0.8534818887710571
kolmandik,neljandik,0.8630847930908203,viiendik,0.8508411645889282,võrra,0.8048609495162964,keskmiselt,0.8026087284088135,ligikaudu,0.7991876602172852,ligi,0.7845616340637207,protsent,0.7621706128120422,ülejäänud,0.754421055316925,umbkaudu,0.7538704872131348,vastanu,0.7492688894271851
aastatuhat,saj,0.8023970127105713,eelkristlik,0.7906093597412109,kümnend,0.708690881729126,Ur,0.7001298666000366,dünastia,0.6911976337432861,keskaeg,0.676887035369873,eluaasta,0.6717424988746643,eKr,0.6603302359580994,maailmasõda,0.6581727266311646,Zhu-Hui,0.6556159853935242
ehitamine,raudtee,0.7986451387405396,kolhoos,0.7568862438201904,asumine,0.745976448059082,eel,0.743227481842041,hoone,0.7418301105499268,piiramine,0.7415574789047241,pidulik,0.738405168056488,taastama,0.7363318204879761,müük,0.7337228059768677,võistlus,0.72524094581604
tähele,proov,0.6950498819351196,varn,0.651839017868042,arvele,0.6194532513618469,arve,0.6189448237419128,rukkirehi,0.6129831075668335,tallele,0.6082090735435486,kiri,0.5864073038101196,toime,0.5830869674682617,lukku,0.5678582191467285,eeskujukeel,0.5504922866821289
lätlane,soomlane,0.8679186105728149,venelane,0.8221683502197266,sakslane,0.8142497539520264,rootslane,0.8023724555969238,liivlane,0.7755812406539917,setu,0.7637888193130493,poolakas,0.7390756011009216,luterlane,0.7325671911239624,eestlane,0.7323187589645386,ameeriklane,0.7288035154342651
võimeline,suuteline,0.8365435600280762,teadlik,0.7707396745681763,ideaalne,0.7688755989074707,mõistlik,0.7475597858428955,mõistus,0.7331246137619019,arusaadav,0.7295820713043213,kalduvus,0.7295136451721191,sisim,0.7260721325874329,süüdi,0.718740701675415,suutma,0.7159203886985779
kallis,armas,0.8764835596084595,väsinud,0.8665421009063721,kena,0.8619499802589417,hää,0.848392903804779,vihane,0.8420500755310059,uhke,0.831950306892395,kõvasti,0.8299990892410278,pää,0.8285053372383118,sääl,0.827905535697937,pääle,0.8276252746582031
Nikolai,Aleksander,0.8875290751457214,Ivan,0.8786389827728271,Paulus,0.8361489772796631,Konstantin,0.8297443389892578,Ado,0.8294070363044739,Alexander,0.827362060546875,Christian,0.8230952024459839,Bernhard,0.8216339349746704,Adolf,0.8201284408569336,Kuressaare,0.8194541931152344
University,Press,0.9167500734329224,Universität,0.9137022495269775,College,0.9132872819900513,Kaitseväe,0.907123327255249,press,0.9008452892303467,Cambridge,0.8982217907905579,Õppeasutus,0.8832054138183594,State,0.8827756643295288,Oxford,0.8751659393310547,Technology,0.8652496337890625
den,auf,0.9685340523719788,ist,0.9669424891471863,zu,0.9657970070838928,dem,0.9607423543930054,im,0.9589863419532776,nach,0.9560850858688354,das,0.9538400173187256,mit,0.9529675245285034,als,0.9526026248931885,nicht,0.9517108201980591
hool,salaja,0.7304953336715698,kinni,0.7240619659423828,lubadus,0.7221790552139282,kätte,0.717992901802063,nõu,0.7073186635971069,patt,0.7058685421943665,shamaan,0.6968116164207458,proov,0.6910900473594666,vaev,0.6905768513679504,pakk,0.6896082758903503
etendus,lavastus,0.7835146188735962,lava,0.7345079183578491,näitleja,0.7241597175598145,sündmus,0.716720461845398,liikumine,0.7086225748062134,vaataja,0.7053449153900146,film,0.705214262008667,mäletamine,0.7011799216270447,sündmustik,0.6928517818450928,kanal,0.6915403008460999
Jyväskylä,yliopisto,0.9479811191558838,Jyväskylän,0.9394336938858032,Turku,0.9314994215965271,Joensuu,0.9284701347351074,Helsinki,0.9186965227127075,Oulun,0.9182114601135254,WSOY,0.9148024320602417,Yliopisto,0.9088501334190369,helsingi,0.9084992408752441,laito,0.9081443548202515
pood,õu,0.8381479978561401,viin,0.8368825912475586,tuba,0.8363649249076843,leib,0.8300642967224121,auto,0.8289762735366821,söök,0.8267483711242676,saun,0.8241361379623413,ostetud,0.8238275051116943,ringi,0.818389892578125,kelder,0.8170957565307617
Kasak,Jakapi,0.8387889862060547,Roomet,0.8220847845077515,Enn,0.8075501918792725,Jakap,0.7852253317832947,Ernits,0.6535590887069702,Siimets,0.6295197010040283,Whiston,0.5961287617683411,Panso,0.5713732838630676,makrokosmiline,0.560637354850769,Päevik,0.5571324229240417
õlg,kott,0.9392926096916199,põrand,0.9290961623191833,nuga,0.9281672835350037,ahi,0.9256495237350464,lina,0.9204205274581909,selg,0.9181889295578003,tuhk,0.9166829586029053,lagi,0.9146414399147034,kael,0.9144083857536316,püss,0.9110687971115112
rohi,kõht,0.9157546162605286,lehm,0.891075611114502,puder,0.8885282278060913,kana,0.8798330426216125,riie,0.8797622323036194,karv,0.877755880355835,kartul,0.8753067851066589,viin,0.8733533024787903,hammas,0.87287437915802,paljas,0.8716786503791809
Uuring,Uurimus,0.8575133085250854,Üliõpilane,0.8311406970024109,küsitlus,0.8226251006126404,Valim,0.8188340663909912,küsimustik,0.8094624280929565,Õpilas,0.8093796968460083,Analüüs,0.8079426288604736,õppetöö,0.8057057857513428,pikiuuring,0.7936383485794067,Õppetöö,0.7923455238342285
pikaajaline,intensiivne,0.8249731063842773,jätkusuutlikkus,0.8198192119598389,rahastamine,0.8187071084976196,lühiajaline,0.8172001838684082,kavandamine,0.8161444067955017,efektiivsus,0.816117525100708,majanduskasv,0.8157809972763062,sotsiaalmajanduslik,0.8090617656707764,tõstmine,0.80629563331604,pidev,0.7948185205459595
pärisnimi,fraas,0.853238046169281,põhisõna,0.8466141223907471,ühend,0.8411922454833984,nimisõna,0.8348293304443359,liitsõna,0.8328479528427124,tegusõna,0.8311682939529419,sõnavorm,0.8241493105888367,tarind,0.8223416209220886,täiend,0.8221030235290527,öeldis,0.8179248571395874
kiitma,süüdistama,0.8119502067565918,võitma,0.7992081642150879,saatma,0.7669857740402222,muretsema,0.7350964546203613,päästma,0.7335572242736816,kurtma,0.7313540577888489,kuulama,0.7309460639953613,põgenema,0.727555513381958,tellima,0.7262548804283142,kohtuma,0.7245016694068909
representatsioon,mentaalne,0.8766257166862488,kogemuslik,0.8547967076301575,taju,0.8462367057800293,reaalsus,0.8443549871444702,väljendus,0.8365512490272522,narratiivne,0.8348701596260071,tähistaja,0.8327704668045044,tekstuaalne,0.8271965384483337,ruumiline,0.8262159824371338,performatiivne,0.8220440149307251
myös,mukaan,0.9711865186691284,tarkemmin,0.9695193767547607,Myös,0.9690980911254883,tulossa,0.9676439762115479,Ks,0.9612382054328918,Esimerkiksi,0.9584327936172485,tutkimuksessa,0.9548931121826172,etenkin,0.9547261595726013,Kuten,0.954010546207428,puolestaan,0.9539868831634521
kattuma,sobituma,0.8081033229827881,sisalduma,0.7967350482940674,realiseeruma,0.7864859104156494,erinema,0.7856448292732239,käsitama,0.7772005200386047,ühtima,0.7679758071899414,piirduma,0.7575080990791321,piiritlema,0.7571777701377869,kajastama,0.7561787366867065,eristatav,0.754369854927063
Ann,Tamm,0.9112202525138855,Toomas,0.8987131714820862,Jaak,0.8871360421180725,Allik,0.8845366835594177,Ants,0.8766143321990967,Mikk,0.8688364624977112,Mark,0.8688135743141174,Meister,0.8669451475143433,Oras,0.8631794452667236,Olesk,0.8611752986907959
Kruus,Linde,0.8597370386123657,Bernhard,0.8169257044792175,Kristjan,0.8096491098403931,Villem,0.8081823587417603,1918,0.8079128265380859,Marta,0.7946103811264038,Ernst,0.7932515740394592,Hans,0.7893846035003662,Aleksander,0.7884008884429932,Voldemar,0.7872930765151978
kirjapanek,üleskirjutus,0.885696291923523,ülestähendus,0.7933995723724365,teade,0.7590594291687012,viiuldaja,0.7402741312980652,kirikuraamat,0.7397133111953735,kihelkond,0.7354855537414551,rohkesti,0.7254441976547241,mõistatus,0.7250629663467407,teisend,0.7224147319793701,korjandus,0.716903567314148
siga,kana,0.9401617050170898,lehm,0.9367138147354126,sokk,0.9094364047050476,lammas,0.8982113003730774,jänes,0.8971232175827026,hobune,0.8882448077201843,kukk,0.8866212964057922,karu,0.8852126598358154,härg,0.8818519711494446,vasikas,0.8816848397254944
114,112,0.9387233257293701,158,0.933714747428894,166,0.9316875338554382,88,0.9316355586051941,126,0.9294201731681824,107,0.9283267259597778,134,0.9277262687683105,137,0.92729252576828,132,0.9265967607498169,104,0.9261208772659302
keskpaik,hiljemalt,0.8455727100372314,keskpaiku,0.8059890866279602,poolteist,0.8036216497421265,möödunud,0.8035600781440735,kestnud,0.7926902174949646,e.m.a,0.7897917032241821,jääaeg,0.7713361978530884,vallutus,0.7581441402435303,eKr,0.7530121803283691,alates,0.742998480796814
jonka,jossa,0.9877097606658936,jolloin,0.9869197607040405,johon,0.9868917465209961,joihin,0.9862774610519409,jota,0.9862543344497681,josta,0.9859550595283508,vaikka,0.9849135875701904,joissa,0.9847062230110168,joita,0.9846007823944092,mikä,0.9840667247772217
kujutlus,teadvus,0.8346366286277771,nägemus,0.8184888362884521,fantaasia,0.803880512714386,sügavalt,0.8032500743865967,loomus,0.800550639629364,vastand,0.7943233251571655,maailmapilt,0.7940297722816467,elamus,0.7931971549987793,tegelikkus,0.7922723889350891,reaalsus,0.7880697250366211
pärand,rahvakunst,0.8478867411613464,esemeline,0.8477967977523804,kultuuripärand,0.833672285079956,eksiil,0.8097416162490845,rahvakultuur,0.7985888719558716,Lääs,0.7921449542045593,kaasaegne,0.7904226779937744,rahvuslik,0.7856414318084717,maailmavaade,0.7707393765449524,kaanon,0.765613317489624
Suomessa,kieli,0.9831070899963379,aikana,0.9804414510726929,jälkeen,0.9754585027694702,Myös,0.9754342436790466,kanssa,0.9751079082489014,suomeen,0.9745626449584961,Toinen,0.9742283821105957,Kun,0.9738665223121643,varten,0.9738362431526184,suomea,0.9735795855522156
yliopiston,Turun,0.9886009693145752,Helsingin,0.979817271232605,kielitieteen,0.9760521054267883,Jyväskylän,0.9711441993713379,Joensuun,0.9710235595703125,kirjallisuuden,0.9706780314445496,Tampereen,0.9640428423881531,julkaisuja,0.9629346132278442,yhdistyksen,0.9591684937477112,suomalaisen,0.9581308960914612
mingisugune,mingi,0.7793067693710327,aju,0.7607381343841553,füüsiliselt,0.7529253363609314,täiuslik,0.7467327117919922,kuidagi,0.742824912071228,justkui,0.736555814743042,olematu,0.7312051057815552,rikkuma,0.7244786620140076,tingimata,0.7236828804016113,rikkumine,0.720453143119812
112,104,0.9424213767051697,126,0.9423153400421143,96,0.9391241073608398,114,0.9387232661247253,134,0.9381765127182007,88,0.934667706489563,158,0.9331735968589783,132,0.931603729724884,116,0.9312170743942261,138,0.9301424622535706
pakutud,töötatud,0.8191226124763489,jäetud,0.7779544591903687,joonistuma,0.7560651898384094,kooruma,0.716756284236908,pakkuma,0.7123404741287231,antud,0.7053985595703125,tooma,0.6940813064575195,filtreerima,0.6696337461471558,selgitama,0.6520295739173889,valitud,0.6451770067214966
pesema,pühkima,0.8959847688674927,keerama,0.8899275064468384,pistma,0.8824697732925415,hammustama,0.8757928609848022,pugema,0.8753726482391357,viskama,0.873375415802002,kargama,0.8717902302742004,paljas,0.8687977194786072,lakkuma,0.8671878576278687,kuivatama,0.8640402555465698
kunagine,kultus,0.7754043340682983,katoliiklik,0.7701534032821655,paganlik,0.7474092245101929,nägemus,0.7460039854049683,sealne,0.7431681156158447,austamine,0.7421308159828186,iidne,0.7409398555755615,pühak,0.7391624450683594,pidamine,0.7283291816711426,muistne,0.7282259464263916
piim,leib,0.9219462275505066,viin,0.9129276275634766,liha,0.9060895442962646,lehm,0.9038507342338562,vili,0.8926892876625061,kartul,0.8864515423774719,õlu,0.8838438391685486,puder,0.8838116526603699,riie,0.8834400177001953,jooma,0.879996657371521
allpool,eespool,0.7947850823402405,lähemalt,0.7930107116699219,jaotis,0.7549130916595459,näitetekst,0.7363704442977905,eelpool,0.7119083404541016,loetelu,0.7074708938598633,järgnevalt,0.6973491311073303,pikemalt,0.6911200284957886,alljärgnevalt,0.6886383295059204,tabel,0.6875244975090027
abstraktne,konventsionaalne,0.8679226040840149,referentsiaalne,0.8478519916534424,staatiline,0.8407411575317383,metafoorne,0.8397543430328369,universaalne,0.8366258144378662,tajutav,0.8344974517822266,konstrueeritud,0.8344355821609497,tekstiline,0.8228330612182617,kommunikatiivne,0.820300817489624,kirjeldatav,0.8165860772132874
ajajärk,ajastu,0.8587298393249512,periood,0.7733781337738037,algusaeg,0.7664874792098999,keskaeg,0.7451627850532532,aegne,0.7396429777145386,uusaeg,0.7321886420249939,murrang,0.723479688167572,kümnend,0.7226138114929199,rühmitus,0.7094897627830505,impeerium,0.7083141803741455
käskima,vahtima,0.864611804485321,püss,0.8616325855255127,pia,0.860639750957489,obus,0.8602897524833679,tulistama,0.8594093918800354,peksma,0.8563223481178284,ike,0.8525471091270447,imema,0.848509669303894,korv,0.8466067910194397,kaema,0.8451409339904785
teenistus,algatus,0.8003184795379639,propaganda,0.7960458993911743,parlament,0.78963303565979,partei,0.7860281467437744,korraldamine,0.7772184610366821,ministeerium,0.7724869251251221,initsiatiiv,0.77231764793396,valitsus,0.7687521576881409,ametikoht,0.7660275101661682,ajutine,0.7611808180809021
planeerimine,õppetöö,0.9004676342010498,tulemuslikkus,0.8790755271911621,õpiväljund,0.8736099004745483,hindamine,0.8732514381408691,kavandamine,0.8594708442687988,läbiviimine,0.8544765710830688,õppeprotsess,0.8388707637786865,koolitus,0.8383870720863342,jätkamine,0.8334501385688782,testimine,0.8329272270202637
rühmitus,kaanon,0.797505259513855,noorkirjanik,0.7449707984924316,ärkamisaeg,0.7408745288848877,eksiil,0.7349125146865845,ideoloogia,0.7305518984794617,trükisõna,0.7249183654785156,manifest,0.722663402557373,vennastekogudus,0.7207639217376709,Noor-Eesti,0.7204184532165527,pagulus,0.7201750874519348
kubermang,Petserimaa,0.8443084359169006,Eestimaa,0.8410292863845825,maakond,0.8150550127029419,Pihkva,0.814906656742096,Novgorod,0.814430832862854,provints,0.7968649864196777,Ingerimaa,0.7957320213317871,Irboska,0.7876891493797302,pealinn,0.7830857038497925,Pärsia,0.7783069610595703
Under,Felix,0.8473449945449829,Kross,0.83352130651474,Marie,0.8316645622253418,Suits,0.8121308088302612,Friedebert,0.8082747459411621,Tuglas,0.806494414806366,Semper,0.8058174848556519,Juhan,0.8045977354049683,Ormusson,0.8022933006286621,Tammsaare,0.8012617230415344
pühak,püha,0.8336005210876465,austamine,0.8259153366088867,prohvet,0.8237517476081848,kultus,0.8194421529769897,ikoon,0.8184635639190674,Egiptus,0.8087869882583618,paganlik,0.8071210384368896,tempel,0.8070833683013916,kaitsja,0.7865545749664307,jumalus,0.7841901779174805
markeerima,semantiliselt,0.8027592897415161,viitamine,0.7984540462493896,predikaat,0.7961333990097046,varieeruma,0.792567253112793,marker,0.7922781705856323,väljendav,0.785918653011322,kinnistuma,0.7853982448577881,sisaldav,0.7815112471580505,paralleelne,0.7806779742240906,liitsõna,0.7774402499198914
institutsionaalne,multimodaalne,0.8469985723495483,otsustusprotsess,0.8404832482337952,mikrotasand,0.8395969867706299,mitteformaalne,0.8367617130279541,kujundamine,0.8278335928916931,organisatsiooniline,0.8051257133483887,interaktiivne,0.8027104735374451,informaalne,0.8020730018615723,inimestevaheline,0.8015098571777344,koolikultuur,0.8008641004562378
dimensioon,tunnusjoon,0.8386173248291016,faktor,0.8225865960121155,mehhanism,0.8207952976226807,kooslus,0.8121659159660339,sidusus,0.8120366930961609,kategooria,0.8089250326156616,aspekt,0.8039956092834473,diskursus,0.8011438846588135,paradigma,0.7912927865982056,moodus,0.7903951406478882
kaal,skoor,0.7899998426437378,väärtus,0.744814932346344,kiirus,0.7344561219215393,klassifikaator,0.7201768159866333,tõenäosus,0.7155137062072754,ühik,0.7138869762420654,aste,0.711027979850769,korrelatsioon,0.7010403275489807,suurus,0.6999368667602539,skaala,0.6994898915290833
teadvustama,väärtustama,0.8578077554702759,teadlik,0.8529670238494873,tunnetama,0.84862220287323,panustama,0.8123013377189636,motiveerima,0.8117012977600098,aktsepteerima,0.8059054613113403,õigustama,0.7890077829360962,tajuma,0.7873578071594238,rahuldama,0.7842755913734436,realiseerima,0.7732394933700562
Oma,Suburg,0.694648265838623,Eestlane,0.655753493309021,Kunstnik,0.6302137970924377,mälestus,0.6206685900688171,Migratsioon,0.6172796487808228,pagulaseestlane,0.6134956479072571,Üle,0.5855273008346558,narvalane,0.5836664438247681,1024,0.5832282304763794,Bulgarin,0.5722163915634155
1937,1935,0.9540185332298279,1938,0.9345096349716187,1936,0.9337978959083557,1929,0.9271594882011414,1931,0.92516028881073,1915,0.9227710962295532,1926,0.9203497171401978,1895,0.9202793836593628,1930,0.9195945262908936,1939,0.9193906784057617
sooritama,reageerima,0.8078916072845459,täitma,0.7755417823791504,katkestama,0.7703930735588074,sekkuma,0.7687929272651672,kontrollima,0.7586644291877747,määrama,0.7416435480117798,kaaluma,0.7209398746490479,kordama,0.7000572681427002,aktsepteerima,0.6965645551681519,vestlema,0.6925143599510193
