original,word1,score1,word2,score2,word3,score3,word4,score4,word5,score5,word6,score6,word7,score7,word8,score8,word9,score9,word10,score10
",",iganes,0.44173482060432434,Byama,0.4173669219017029,laulumees,0.4008631110191345,;,0.39982548356056213,?,0.39782702922821045,tahes,0.3939818739891052,ükskõik,0.38416731357574463,põhikeel,0.38292819261550903,-,0.376291424036026,tegelikult,0.36969974637031555
.,...,0.39534831047058105,tööpakkumine,0.37668171525001526,:,0.3432199954986572,?,0.3424953818321228,käärhüpe,0.3395957350730896,dändi,0.3337608277797699,!,0.3271004557609558,piiritsoon,0.31461912393569946,projektõpe,0.3132174611091614,aarel,0.3058144748210907
olema,osutuma,0.5692388415336609,näima,0.5485838651657104,puuduma,0.5374654531478882,tunduma,0.5116915702819824,piisama,0.47128814458847046,leiduma,0.46486055850982666,vajama,0.46259769797325134,peituma,0.46172216534614563,eksisteerima,0.46028587222099304,puudutama,0.45439907908439636
ja,abistamine,0.39303091168403625,ergas,0.37972378730773926,lõputu,0.3765225410461426,vemp,0.3683578670024872,kahjustav,0.3631550669670105,balansseerima,0.3624318242073059,tihe,0.36119380593299866,moderniseeruma,0.36054977774620056,omavaheline,0.35770198702812195,tõmbamine,0.3550712466239929
),vrd,0.6155458092689514,vt,0.565093994140625,tk,0.5273362994194031,jt,0.516214907169342,MLEA,0.5145541429519653,22,0.5121473073959351,Vt,0.501753568649292,Fillmore,0.5009652972221375,Sainio,0.49965304136276245,13,0.49722522497177124
(,21,0.5361421704292297,laanepõld,0.5348849296569824,jt,0.5081439018249512,34,0.49859294295310974,Merriam,0.49550408124923706,Hanks,0.494301438331604,23,0.492912232875824,kogemusperfekt,0.49274688959121704,37,0.48809418082237244,1984,0.47954943776130676
see,niisugune,0.6987413167953491,tema,0.691362738609314,siin,0.6303929090499878,ikkagi,0.6256565451622009,tegelikult,0.6199511885643005,selline,0.6196789741516113,nimelt,0.612147331237793,seesama,0.6121014356613159,sellegipoolest,0.6014160513877869,tõepoolest,0.5985838770866394
:,123,0.4940069019794464,Kuprijanova,0.4872845709323883,Fodor,0.4824606776237488,jj,0.4729103446006775,Turville-Petre,0.46497708559036255,117,0.46236345171928406,Nurkse,0.45592570304870605,Suurhasko,0.4516860246658325,Soonpää,0.4498592019081116,Schegloff,0.4471721947193146
-,129,0.5204904079437256,nr,0.4838889241218567,383.,0.4789504408836365,123,0.4699332118034363,41,0.4691736400127411,113,0.45693090558052063,341.,0.4561190605163574,Teit,0.4545515775680542,47,0.4518418312072754,70,0.4501376748085022
"""",komöödia,0.6605136394500732,Robinson,0.6310029029846191,konstruktikoni,0.6156983375549316,!,0.6155359745025635,Viimne,0.6150937080383301,Kalevipoeg,0.6133103370666504,novell,0.6045035719871521,romaan,0.6030091047286987,valikuvõimalus,0.5935273170471191,Dante,0.5927496552467346
mis,kus,0.6963620185852051,sest,0.6776541471481323,kuna,0.6398619413375854,kusjuures,0.6378078460693359,mistõttu,0.6090136170387268,s.t,0.5937454700469971,kuivõrd,0.5836460590362549,seega,0.572137713432312,missugune,0.5575597286224365,see,0.5517721176147461
et,kindlalt,0.6135381460189819,muidugi,0.5843210220336914,siit,0.5549889802932739,siinjuures,0.5521113872528076,sest,0.5480394959449768,nagu,0.5456324219703674,igatahes,0.542091429233551,siiski,0.5394499897956848,kindlasti,0.5302232503890991,ometi,0.5176490545272827
tema,see,0.691362738609314,iseenese,0.6747523546218872,proovima,0.6501201391220093,lõpuks,0.6492108702659607,publik,0.6459039449691772,kaebealune,0.6435133218765259,isiklikult,0.6381471157073975,aeg-ajalt,0.6353654861450195,jutustaja,0.634535551071167,igaüks,0.6338703632354736
ka,samuti,0.5807065963745117,palju,0.5446814894676208,eelkõige,0.5149451494216919,isegi,0.4965841472148895,hoopis,0.49324551224708557,erinevalt,0.48322880268096924,üldiselt,0.4790968596935272,ühtviisi,0.4707684814929962,just,0.46140941977500916,jällegi,0.4552101194858551
ei,alati,0.5549454689025879,kuidagi,0.5546002984046936,päriselt,0.5338756442070007,kunagi,0.530655026435852,õieti,0.5263180732727051,täielikult,0.5179432034492493,valesti,0.5153937339782715,võimatu,0.5129722356796265,unustama,0.5099683403968811,ega,0.5084015727043152
kui,kriitikanool,0.5333837270736694,ühtviisi,0.5317214727401733,ühtaegu,0.5174007415771484,nagu,0.5169658660888672,tööõhkkond,0.4856105446815491,lihtsalt,0.48112747073173523,veidi,0.4688917398452759,võib-olla,0.4659588932991028,pisut,0.46577581763267517,kindlasti,0.46525099873542786
ning,koos,0.5218267440795898,mistõttu,0.5059593319892883,kuid,0.4809560179710388,kõrval,0.4807010293006897,kusjuures,0.478116512298584,sest,0.46588677167892456,tõttu,0.4589686989784241,ühtlasi,0.4507524371147156,õigusteadmine,0.4481368362903595,ajalooteadmine,0.44654297828674316
või,vms,0.5345751047134399,tavaliselt,0.5316526889801025,ehk,0.5199180245399475,asemel,0.5168613791465759,vm,0.5141115188598633,st,0.5091348886489868,enamasti,0.49353349208831787,s.t,0.48758938908576965,näiteks,0.485484778881073,suletud,0.4831448793411255
mina,sina,0.7907212972640991,nüüd,0.6711207628250122,ju,0.665325403213501,asi,0.6537071466445923,täna,0.6478734016418457,tahtma,0.6443463563919067,õieti,0.6411654949188232,tema,0.6313198804855347,!,0.6126973628997803,...,0.6062109470367432
;,•,0.5039889216423035,(,0.4783253073692322,vrd,0.4526482820510864,-,0.44925379753112793,keda-mis,0.4353097677230835,"69,4",0.43107157945632935,Krashen,0.42252635955810547,EMRK,0.4132629632949829,jt,0.41161924600601196,Siimets-Gross,0.40813589096069336
Eesti,eesti,0.6236340999603271,Euroopa,0.5737093687057495,Muuseum,0.5251861214637756,Läti,0.5223109126091003,Vene,0.5213572382926941,Liit,0.5212252140045166,väliseesti,0.5153030753135681,Soome,0.5124732255935669,Liidu,0.5102811455726624,Kirjandus,0.5039961934089661
aasta,alates,0.6847960352897644,aastakümme,0.6678930521011353,ajavahemik,0.6375372409820557,a,0.6255755424499512,kevad,0.6008630990982056,kümnend,0.5884275436401367,sügis,0.5844480395317078,kalendriaasta,0.5800495147705078,Aasta,0.5754889249801636,Brasiilia,0.5719056725502014
keel,võõrkeel,0.6655563712120056,keelesk,0.6522479057312012,keeleruum,0.6514861583709717,viipekeel,0.6415926218032837,oskussõnavara,0.6382798552513123,kirjakeel,0.6297358274459839,laentermin,0.628398597240448,emakeel,0.6282933950424194,vokaalikategooria,0.6258090734481812,ühiskeel,0.6167501211166382
oma,omaenese,0.600448489189148,ise,0.5839046835899353,tema,0.5393682718276978,tulevane,0.5152307748794556,Oma,0.5033414363861084,iseenese,0.4906066358089447,tantsija,0.480803519487381,end,0.4621831178665161,hool,0.46069926023483276,isiklikult,0.46043989062309265
võima,võimalik,0.6381649971008301,lubama,0.5046874284744263,sageli,0.4800792932510376,raske,0.47724175453186035,kalduma,0.47579512000083923,ikkagi,0.4750092923641205,valetõlgendus,0.467705637216568,kippuma,0.46645587682724,tihti,0.46553218364715576,hüpoteetiline,0.4648876488208771
saama,andma,0.6120643615722656,lubama,0.5433180332183838,tohtima,0.5365427732467651,suutma,0.5284055471420288,saadud,0.5277042388916016,saamine,0.5219154357910156,oskama,0.49338299036026,võimalik,0.48959267139434814,jõudma,0.4784587621688843,pääsema,0.4662128984928131
’,ilik,0.8055699467658997,ide,0.8028398752212524,Vir,0.7777280807495117,Béranger,0.7758238911628723,Narām-Sina,0.7749748229980469,Tat,0.7703396081924438,eni,0.7680371999740601,assa,0.7658900022506714,Ban,0.7636560797691345,Artau,0.7575664520263672
üks,kolmas,0.5576064586639404,vaadatud,0.5302592515945435,mõni,0.5236206650733948,ainus,0.5222189426422119,kaks,0.5011569261550903,neli,0.500307559967041,mitu,0.4984759986400604,paar,0.497357040643692,valitud,0.490742027759552,mõlema,0.48447394371032715
/,doi,0.6847600936889648,10.5128,0.6591231226921082,10.7592,0.6576632857322693,geo,0.6424516439437866,naistekas.delfi.ee,0.6419448852539062,V1,0.6238276958465576,esi,0.6186975240707397,V2uhe,0.6116994619369507,ERYa9,0.5985172986984253,hyi,0.5879536271095276
teine,mõlema,0.6396740674972534,teisene,0.5886161923408508,muu,0.555616021156311,neljas,0.5368531942367554,kumbki,0.5261052846908569,Teise,0.5209312438964844,kolmas,0.5163769125938416,mitu,0.49577367305755615,teistsugune,0.49014177918434143,vaadatud,0.4857514202594757
nii,samamoodi,0.5842018127441406,niihästi,0.5540468096733093,niisama,0.5444954037666321,niipea,0.514272928237915,nõnda,0.5136318802833557,sama,0.5065315365791321,samasugune,0.49648317694664,siis,0.4938529133796692,niisamuti,0.4607201814651489,teistmoodi,0.45495516061782837
kes,abikaasa,0.56087327003479,arst,0.5531718730926514,kaaslane,0.5486788749694824,nooruk,0.5477283000946045,seltskond,0.5464465022087097,isiklikult,0.5410811901092529,tema,0.5347937345504761,järglane,0.531747579574585,preester,0.5279091000556946,sugulane,0.5242962837219238
aga,kuid,0.8576206564903259,ent,0.8025051355361938,kuigi,0.6518723368644714,tõsi,0.634641706943512,muidugi,0.625899612903595,sest,0.6162655353546143,ehkki,0.5835149884223938,pealegi,0.576013445854187,vaid,0.5660105347633362,vist,0.5481455326080322
pidama,torkama,0.7111212015151978,peetud,0.6191006898880005,paistma,0.5723734498023987,torkav,0.5402684211730957,osutuma,0.48514485359191895,tasuma,0.47841399908065796,riivav,0.47833022475242615,jaoks,0.47091248631477356,sajanditevanune,0.4668474495410919,ikkagi,0.46026474237442017
eesti,vene,0.7176729440689087,inglise,0.6968783140182495,ungari,0.6935831308364868,rootsi,0.6639207601547241,eestikeelne,0.6413396596908569,leedu,0.64091956615448,väliseesti,0.640477180480957,sloveen,0.6396046280860901,ukraina,0.6385742425918579,lõunaeesti,0.6362277865409851
siis,niipea,0.6115780472755432,teistmoodi,0.6018960475921631,niipalju,0.5754134058952332,sest,0.5593602657318115,kuhugi,0.559311032295227,teisiti,0.556500256061554,muidu,0.5541412830352783,lihtsalt,0.5487135052680969,niisama,0.5435619950294495,nagunii,0.5398662090301514
tulema,tasuma,0.6522624492645264,tulev,0.6326214075088501,kutsuma,0.6218171119689941,toomine,0.59638512134552,tõusma,0.589294970035553,kerkima,0.5787262916564941,tõstma,0.571399986743927,kutsunud,0.5659223794937134,kerkiv,0.5393545031547546,minema,0.5283806324005127
ise,iseenese,0.6757450103759766,end,0.6130616068840027,isiklikult,0.5907856225967407,omaenese,0.5868633985519409,oma,0.5839046835899353,tema,0.5824148654937744,üritama,0.5808243751525879,teadlikult,0.5687103271484375,kuulaja,0.5651599764823914,lugeja,0.5644310116767883
Mäetagune,Saatekiri,0.6904259920120239,sanditamine,0.6515463590621948,Talsipüha,0.6347184181213379,kultuuriidentiteet,0.6128818392753601,rahvaarst,0.6072340607643127,internetifoorum,0.566756546497345,mäetagune,0.5666347742080688,Institutsioonikeskne,0.564386248588562,Mäetagused32,0.5638529062271118,pärimusaines,0.5585994720458984
kasutama,kasutatav,0.6814196109771729,kasutamine,0.6692314147949219,rakendama,0.6449228525161743,esinema,0.5927155017852783,esinev,0.5832340717315674,kasutus,0.5624253749847412,eelistama,0.5582883358001709,tarvitama,0.5540627837181091,viitama,0.5468533635139465,asendama,0.5446793437004089
inimene,loom,0.6755968332290649,Inimene,0.6282931566238403,patsient,0.6238008737564087,šamaan,0.6069636344909668,olend,0.6052564382553101,tantsija,0.5914174318313599,pereliige,0.5899608731269836,keha,0.5811306834220886,ravitseja,0.5764421224594116,igaüks,0.5687302350997925
aeg,periood,0.6774223446846008,ajal,0.6459544897079468,hetk,0.6072275042533875,aastakümme,0.5368080139160156,poolsajand,0.5281035304069519,päev,0.5137276649475098,ajajärk,0.5125108957290649,teekond,0.5047945976257324,enne,0.49812987446784973,tööpäev,0.49468058347702026
kuid,ent,0.8886093497276306,aga,0.8576205968856812,kuigi,0.7448450326919556,sest,0.7394360303878784,mistõttu,0.7080504894256592,ehkki,0.7022354602813721,vaid,0.6541745662689209,kusjuures,0.5977197885513306,kuna,0.5902144908905029,tõsi,0.5804499387741089
kõik,iga,0.7121849656105042,eranditult,0.6206595301628113,terve,0.6203113794326782,alati,0.6183547973632812,enamik,0.6058439016342163,palju,0.5940508246421814,mõlema,0.5794834494590759,ainus,0.5756559371948242,igaüks,0.5645219683647156,võrdselt,0.5633074045181274
näide,näiteks,0.6958086490631104,nt,0.5682414770126343,Näiteks,0.5612174868583679,viide,0.559023380279541,eespool,0.5443634986877441,tsitaat,0.5438628196716309,Näide,0.5160132050514221,samuti,0.5072581768035889,Lisaks,0.5042883157730103,kirjeldus,0.5017256736755371
I,III,0.7749836444854736,IV,0.7053556442260742,II,0.6941570043563843,Ṛgveda,0.6551579236984253,V,0.6366651058197021,VI,0.6279686689376831,Dareios,0.6253727674484253,vii,0.6123678684234619,E,0.6105722188949585,Novoromanovo,0.6003450155258179
nagu,et,0.5456324219703674,kui,0.5169658660888672,Nagu,0.4912748336791992,ühtaegu,0.4746302664279938,teisiti,0.46238449215888977,ehkki,0.4533631205558777,selgesti,0.4487519860267639,piltlikult,0.4413367509841919,ühtviisi,0.4391164481639862,otsesõnu,0.43887436389923096
tegema,tehtud,0.6717517375946045,sooritama,0.5688157677650452,käima,0.5197381973266602,proovima,0.5101930499076843,arutama,0.5050224661827087,kontrollima,0.49832889437675476,vaatama,0.492046058177948,ootama,0.48691558837890625,häirima,0.48505693674087524,kaaluma,0.48476970195770264
E,U,0.7671313285827637,O,0.7380655407905579,S,0.7284650802612305,L,0.7157251834869385,R,0.6935483813285828,T,0.6739365458488464,K,0.6667274236679077,G,0.6399476528167725,Ü,0.638339102268219,J,0.6308786273002625
www.folklore.ee/tagused,www,0.7395021915435791,Kõiva,0.6965807676315308,Päevik,0.6657705307006836,Ülo,0.6651263236999512,Voolaid,0.6578222513198853,Mall,0.6447061896324158,Rennit,0.6428366899490356,Sille,0.6410853862762451,õunapuu,0.6394895911216736,Hiiemägi,0.6358625888824463
A,R,0.7874399423599243,B,0.7872605323791504,D,0.7162655591964722,V,0.7119430303573608,K,0.7065744400024414,U,0.6884506940841675,Inf,0.6865894794464111,S,0.6757247447967529,nimiaspekt,0.6729162931442261,C,0.668408989906311
sõna,väljend,0.7519388198852539,fraas,0.7147322297096252,vaste,0.6756590604782104,tüvi,0.6643967032432556,omadussõna,0.6631417870521545,sõnapaar,0.6621116399765015,pärisnimi,0.6523815989494324,sõnavorm,0.6330410242080688,nimisõna,0.6227941513061523,tegusõna,0.6199666857719421
?,sina,0.5974836349487305,ükskõik,0.591495156288147,!,0.5731403827667236,...,0.5264527201652527,millal,0.5139397382736206,küsima,0.510978639125824,KYE,0.4875907897949219,jah,0.4855594038963318,kõnesüntesaator,0.4817368984222412,Muuseumikogu,0.47803837060928345
1,2,0.8639652729034424,3,0.8412296772003174,4,0.7656161189079285,5,0.7302557229995728,6,0.7216486930847168,7,0.7152214050292969,9,0.6520135402679443,8,0.6487044095993042,10,0.5750958919525146,tabel,0.5727959275245667
vaid,ainult,0.7653660774230957,üksnes,0.7382594347000122,niivõrd,0.680126965045929,kuid,0.6541746258735657,ent,0.6413742899894714,ega,0.6195512413978577,pelgalt,0.613330602645874,aga,0.5660105347633362,täielikult,0.5616953372955322,erand,0.5582928657531738
laps,Laps,0.7928847074508667,täiskasvanu,0.7004109621047974,ema,0.6837362051010132,väikelaps,0.6736008524894714,tüdruk,0.6597992181777954,õpilane,0.6464415788650513,poiss,0.6456148624420166,vanem,0.6110162734985352,4aastane,0.59439617395401,eakaaslane,0.577069878578186
Tartu,Minnesota,0.7125077247619629,Tallinn,0.7063406705856323,tartu,0.6998986005783081,Paderborni,0.6761888861656189,Daugavpils,0.6693925857543945,Groningen,0.639329195022583,Greifswaldi,0.6357311010360718,Helsingi,0.6338030695915222,I. Tartu,0.5911946296691895,Oulu,0.5887926816940308
tekst,teos,0.6934599876403809,originaal,0.6837410926818848,tõlge,0.6525972485542297,lähtetekst,0.6501322388648987,sõnastus,0.6389638781547546,esitus,0.6234710216522217,tõlketekst,0.6224365234375,žanr,0.6200374364852905,tekstiosa,0.6141504049301147,jutustus,0.6094778776168823
andma,saama,0.6120643615722656,pakkuma,0.6060358285903931,saamine,0.594535768032074,saadud,0.5856400728225708,kandma,0.5768774151802063,andmine,0.557197093963623,varustama,0.551878035068512,andev,0.5362014770507812,antav,0.5151497721672058,antud,0.5128707885742188
kohta,põhjal,0.5655564665794373,kirjeldus,0.5045288801193237,sellekohane,0.4753195643424988,täpsem,0.46893933415412903,puudutav,0.466073602437973,viide,0.46392783522605896,sarnane,0.4466296136379242,kinnitama,0.43534940481185913,osas,0.4350970983505249,vastav,0.43062058091163635
[,∈,0.733820378780365,Jokes,0.6994417309761047,Syntax,0.6569068431854248,variability,0.6101264357566833,исследования,0.6017907857894897,Wrocław,0.5791171789169312,PTCP,0.553816020488739,Bralczyk,0.5510738492012024,Identne,0.5476595759391785,Warszawa,0.5456129312515259
],ÍÀ,0.675127387046814,faksiimileväljaanne,0.6452136635780334,ÊÍÖ,0.6232617497444153,Explanatory,0.6210842728614807,prl,0.603208065032959,ci,0.5899317264556885,kimama,0.5842465162277222,Handbook,0.5774005055427551,tähtjas,0.5630795955657959,é,0.5591709613800049
kus,mis,0.6963620185852051,sest,0.6356560587882996,kuna,0.6260775923728943,kuhu,0.6196674704551697,kusjuures,0.6105408072471619,mistõttu,0.5538601875305176,s.t,0.5401061177253723,mil,0.5190097093582153,kust,0.5061122179031372,kes,0.5053549408912659
osa,hulk,0.565197765827179,algustäht,0.563307523727417,jagu,0.5585266947746277,tõenäosus,0.555228590965271,allikabaas,0.5174056887626648,isamaasõda,0.5090734958648682,roll,0.5006060004234314,kirikukongress,0.4957643449306488,migratsioonilaine,0.48104992508888245,tähtsus,0.47545555233955383
kaks,kolm,0.8428837656974792,neli,0.810068666934967,seitse,0.7001397609710693,kuus,0.6637157201766968,kaheksa,0.6599064469337463,mõlema,0.659838080406189,kümme,0.6569437384605408,mitu,0.6360377669334412,järgmine,0.6238576173782349,neljas,0.6138741970062256
selline,niisugune,0.8811012506484985,samasugune,0.7435065507888794,samamoodi,0.6750228404998779,säärane,0.665334939956665,taoline,0.6649764180183411,vastupidine,0.6313889026641846,see,0.6196789741516113,seesugune,0.6142131090164185,sedalaadi,0.6135267019271851,igasugune,0.6049705147743225
välja,esile,0.697569727897644,sisse,0.6456537246704102,kiigemeister,0.6320650577545166,kõrvale,0.6294831037521362,nähtavale,0.6252952218055725,kaasa,0.6081885099411011,päevavalge,0.5942554473876953,Tummaline,0.5516043901443481,teotsemine,0.5315392017364502,neetima,0.5299553871154785
Tallinn,tartu,0.7427185773849487,Tartu,0.7063406109809875,Stockholm,0.6698649525642395,I. Tartu,0.656233549118042,Toronto,0.6337482333183289,I. Tallinn,0.5970569849014282,Minnesota,0.5807375907897949,Lund,0.5804982781410217,Helsingi,0.5711104869842529,Kunst,0.5675549507141113
palju,vähe,0.7200164794921875,enamik,0.646998405456543,tavaline,0.6407819390296936,üldiselt,0.6362006068229675,hästi,0.6260085701942444,mõni,0.6212158799171448,tihti,0.609260082244873,siiani,0.5986509323120117,arvukas,0.5963654518127441,põnev,0.5951178669929504
2,3,0.9334971904754639,4,0.9005447626113892,1,0.8639652729034424,5,0.828980565071106,6,0.8273789882659912,7,0.7804058194160461,8,0.7459980249404907,9,0.714856743812561,10,0.6456717848777771,11,0.6073572039604187
&,Meijer,0.7099928855895996,Wahlstrom,0.7054573893547058,Smith,0.6987137198448181,Manion,0.6832748055458069,Loogma,0.6717423796653748,Kikas,0.6699923276901245,Lakoff,0.6696702241897583,Deci,0.667934000492096,Salmivall,0.6673271059989929,Lou,0.659568190574646
lk,T893,0.671576738357544,Raamatukogu,0.6698387861251831,aastaraamat,0.6598858833312988,nr,0.6590639352798462,Aastaraamat,0.6368967294692993,Kirjastus,0.6267279386520386,332.,0.6201874613761902,Xxxi,0.6157172322273254,l,0.6128875613212585,vg,0.609271228313446
vt,vrd,0.8099940419197083,Vt,0.7499926686286926,jt,0.6283137798309326,),0.565093994140625,Clark,0.5603044033050537,Davies,0.5437902212142944,1993,0.5422556400299072,2000,0.5380434989929199,Fillmore,0.5302438139915466,1996,0.5288603901863098
kas,milline,0.7017437219619751,missugune,0.6790326833724976,miks,0.6705360412597656,millal,0.6357418298721313,kumb,0.6249065399169922,kuidas,0.6182229518890381,kuivõrd,0.5961815118789673,üldse,0.5952247381210327,lihtsalt,0.5862613916397095,teisiti,0.5590041875839233
erinev,sarnane,0.7094703912734985,eri,0.6927911043167114,uuritav,0.6825563311576843,mitmesugune,0.6700389981269836,mitu,0.6536470651626587,põhiline,0.6510418653488159,omavahel,0.6460760235786438,vaadeldav,0.6363320350646973,mitmekesine,0.629619836807251,ühesugune,0.614125669002533
esimene,kolmas,0.7680091857910156,neljas,0.7134584188461304,viies,0.7024118900299072,Esimes,0.6729632616043091,kuues,0.6724086403846741,viimane,0.651241660118103,kaheksa,0.6294795274734497,kümme,0.615505576133728,neli,0.6121374368667603,seitse,0.6025642156600952
võtma,vaidlema,0.6569848656654358,leppima,0.646933376789093,võtmine,0.6326483488082886,panema,0.6241130828857422,puutuma,0.6181737780570984,põrkama,0.6125816106796265,võttev,0.5955306887626648,langema,0.5775039792060852,astuma,0.574144721031189,valmistama,0.5711112022399902
suur,väike,0.7497673034667969,suurem,0.6966583132743835,tohutu,0.6244124174118042,suurim,0.5943158864974976,märkimisväärne,0.5861414074897766,arvestatav,0.5735150575637817,valdav,0.567923903465271,tagasihoidlik,0.5661967992782593,lugematu,0.550685703754425,terve,0.5434033870697021
sama,too,0.558620810508728,samasugune,0.5379074811935425,pikem,0.53697669506073,hilisem,0.529804527759552,ammune,0.5260224342346191,samamoodi,0.5234819650650024,Jägu,0.518713116645813,nii,0.5065315961837769,mitu,0.5045337677001953,tindipüük,0.4979483187198639
uus,uuesti,0.5351466536521912,vana,0.5227161049842834,soodne,0.5008341073989868,loomine,0.49964356422424316,üleskasvanud,0.4973723292350769,avamine,0.49450430274009705,moodne,0.49331992864608765,olemasolev,0.49202442169189453,uudne,0.48853448033332825,ehitus,0.4879261255264282
leidma,leidev,0.6671137809753418,osutama,0.6243731379508972,otsima,0.6180012226104736,märkima,0.6031118631362915,märkama,0.5950202941894531,selguma,0.5771766901016235,tõdema,0.5748291015625,avastama,0.5710447430610657,näitama,0.570884108543396,lisama,0.5698906183242798
jääma,jätma,0.7866545915603638,pääsema,0.5499851703643799,jäetud,0.5474520921707153,jõudma,0.5431979894638062,unustama,0.5228073596954346,kaduma,0.5187095403671265,kalduma,0.5101999044418335,paistma,0.5063484907150269,langema,0.5036557912826538,ulatuma,0.5016635656356812
nt,näiteks,0.6465929746627808,jt,0.6357388496398926,vrd,0.5768293142318726,näide,0.5682414770126343,st,0.5139358043670654,täpsemalt,0.512393057346344,),0.48084205389022827,jms,0.48016518354415894,hormoon,0.4699580669403076,jm,0.4696091413497925
=,fe,0.6142997145652771,sü,0.5919968485832214,Sooline,0.5854648351669312,MK,0.5828262567520142,%,0.5802289247512817,$,0.5704753994941711,id,0.5694615840911865,NE,0.5691636800765991,А,0.5679574012756348,fo,0.5676589012145996
mitte,piisama,0.6299237012863159,piirduma,0.5838207006454468,ikkagi,0.5725162029266357,pelgalt,0.5665349364280701,sugugi,0.5480011105537415,pruukima,0.5440961718559265,lihtsalt,0.5429036617279053,lubatud,0.5420339107513428,vastupidi,0.5414779186248779,kubermangupiir,0.5295820236206055
minema,sõitma,0.7916264533996582,jooksma,0.7682216167449951,käima,0.7191920280456543,jälle,0.6889075040817261,lendama,0.6704788208007812,jalutama,0.6591833829879761,vaatama,0.6545202732086182,kaduma,0.6539605855941772,kukkuma,0.6492670178413391,ruttama,0.6395702362060547
juba,alles,0.6964306831359863,algul,0.6578655242919922,varem,0.6260137557983398,ammu,0.6226557493209839,nüüdne,0.6085100173950195,hiljem,0.6057441830635071,korduvalt,0.5817770957946777,veel,0.5794932842254639,tulek,0.5696052312850952,tõenäoliselt,0.5663098096847534
mõni,mitu,0.6888599395751953,mõningas,0.6808558702468872,üksik,0.6421325206756592,paar,0.6401092410087585,palju,0.6212158203125,enamik,0.5953133702278137,hoopis,0.5867652893066406,mingi,0.5682907700538635,iga,0.5539647340774536,mõlema,0.5478756427764893
puhul,erinevalt,0.6487879753112793,põhimõtteliselt,0.6252847909927368,näol,0.620274543762207,sarnaselt,0.6186896562576294,tüüpiline,0.6055078506469727,ilmselgelt,0.6046880483627319,juht,0.597369372844696,tõenäoliselt,0.5890264511108398,üldjuht,0.5852553844451904,osas,0.5732297301292419
õpetaja,õpilane,0.8751422166824341,algaja,0.829352855682373,õppejõud,0.8075779676437378,üliõpilane,0.7868406772613525,koolijuht,0.7734996676445007,lapsevanem,0.7733161449432373,Õpetaja,0.7690641283988953,kogenud,0.7272492051124573,õpetajakoolitus,0.7250543832778931,mentor,0.7178617119789124
sajand,saj,0.7395964860916138,aastatuhat,0.6092502474784851,keskaeg,0.6039650440216064,aastasada,0.5432657599449158,ehavalge,0.5342121720314026,kümnend,0.5257542729377747,Sajand,0.5252280831336975,Zhu-Hui,0.5230001211166382,Vaatlusperiood,0.5207839012145996,vaatlusperiood,0.5102946758270264
veel,jälle,0.5961496829986572,juba,0.5794932842254639,praegu,0.5621688365936279,kindlasti,0.5560194849967957,vist,0.5533114671707153,muidugi,0.5409274101257324,üldse,0.5398982763290405,siin,0.5373773574829102,varem,0.5368627905845642,ainus,0.5364338159561157
S,R,0.7513793706893921,T,0.7443362474441528,Va,0.7395689487457275,D,0.7344390749931335,E,0.72846519947052,U,0.7279878258705139,L,0.7202250957489014,O,0.7155028581619263,K,0.7115015387535095,P,0.7064617872238159
3,2,0.9334971904754639,4,0.9270972013473511,5,0.9091775417327881,6,0.8848129510879517,7,0.85404372215271,1,0.8412296772003174,8,0.8041815757751465,9,0.7849386930465698,10,0.7363677024841309,11,0.6951391696929932
tooma,joonistuma,0.7563270926475525,kooruma,0.7157683968544006,kutsunud,0.7104625701904297,kerkima,0.7035815715789795,tõstma,0.699739396572113,toomine,0.6971070766448975,pakutud,0.6940813064575195,jäetud,0.67528235912323,töötatud,0.660359263420105,kutsuma,0.6458088159561157
väga,üsna,0.8357835412025452,äärmiselt,0.7823277711868286,küllalt,0.7787242531776428,küllaltki,0.768537163734436,liiga,0.7621137499809265,üllatavalt,0.7211112976074219,suhteliselt,0.7205550670623779,üpris,0.7055182456970215,võrdlemisi,0.703166127204895,päris,0.6810969710350037
sest,mistõttu,0.8447151184082031,kuna,0.7827659845352173,kuid,0.7394360303878784,kuigi,0.7103123664855957,kusjuures,0.708185076713562,pealegi,0.7058051228523254,ent,0.6939623355865479,ehkki,0.692909836769104,mis,0.6776541471481323,kuivõrd,0.6695343255996704
oluline,tähtis,0.8266602158546448,märkimisväärne,0.6979352235794067,keskne,0.6762823462486267,määrav,0.6749614477157593,olulisim,0.6703011989593506,põhiline,0.6626490950584412,peamine,0.6449282169342041,otsustav,0.6431294083595276,arvestatav,0.6165474653244019,märgatav,0.6134359240531921
ütlema,nentima,0.7027297019958496,väitma,0.6960756778717041,järeldama,0.6672122478485107,vabandama,0.6669121980667114,kuulma,0.6636770367622375,arvama,0.6607807278633118,imestama,0.6580123901367188,aimama,0.652881383895874,kujutlema,0.645150899887085,nägema,0.636176347732544
sina,mina,0.7907212972640991,noh,0.7495743036270142,täna,0.7255818843841553,no,0.7238062620162964,!,0.7176069617271423,...,0.715192437171936,tahtma,0.708520770072937,oh,0.6914125680923462,jah,0.6808367967605591,ah,0.6726318001747131
